mfo,name,address,city
00095,"РОМИТАН Т., ""АГРОБАНК"" АТБ РОМИТАН ФИЛИАЛИ","201000, Бухоро вилояти, Ромитан тумани, Ромитан ш., Шафигулин кўчаси, 6 уй",Ромитон
00943,"РОМИТАН Т., ""ТИФ МИЛЛИЙ БАНКИ"" АЖ РОМИТАН ФИЛИАЛИ","210402, Бухоро вилояти, Ромитан тумани, Ромитан ш., Шафитулин кўчаси, 1 уй",Ромитон
10076,"РОМИТАН Т., АТ ХАЛК БАНКИ `ОРОМИТАН` БХМ",,Ташкент
10387,"РОМИТАН Т., АТБ `КИШЛОК КУРИЛИШ БАНК` АФШОНА БХМ",,Ташкент
00110,"РОМИТОН Т., ""МИКРОКРЕДИТБАНК"" АТБ РОМИТОН ФИЛИАЛИ","201000, Бухоро вилояти, Ромитан тумани , Ромитан ш. , Чориқулбой кўчаси, 28 уй",Ромитон
00669,"РОМИТОН Т., АТ ХАЛК БАНКИ РОМИТОН ФИЛИАЛИ","201100, Бухоро вилояти, Ромитан тумани, Ромитан ш., Бахаристан кўчаси, 73 уй",Ромитон
00661,"С.АКАЛТЫН,УЛУГНОРСКОЕ ОТД. N8125 НАРОДНОГО БАНКА                             ХЛБ",,Ташкент
00948,"С.ТАХТАКУПИР, ФИЛИАЛ ""АДИЛЕТ"" ""ГАЛЛАБАНКА""                                   ГЛБ",,Ташкент
00388,"САЙХУНОБОД Т., ""АГРОБАНК"" АТБ САЙХУНОБОД ФИЛИАЛИ","120500, Сирдарё вилояти, Сайхунобод тумани, Сайхунобод қўрғони, А.Навоий кўчаси, 8 уй",Сайхун кург.
00765,"САЙХУНОБОД Т., АТ ХАЛК БАНКИ САЙХУНОБОД ФИЛИАЛИ","121000, Сирдарё вилояти, Сайхунобод тумани, Сайхун қўрғони, К.Мурадов кўчаси, 38 уй",Сайхун кург.
00929,"САМАРКАНД Т., ""АГРОБАНК"" АТБ САМАРКАНД ФИЛИАЛИ","100182, Самарқанд вилояти , Самарқанд тумани, Гулобод қўрғони, Гулобод кўчаси, 5 уй",Самарканд
10346,"САМАРКАНД Т., `ТРАСТБАНК` ХА БАНКИ ГУЛОБОД БХМ",,Ташкент
00734,"САМАРКАНД Т., АТ ХАЛК БАНКИ САМАРКАНД ФИЛИАЛИ","Самарқанд вилояти , Самарқанд тумани, Улуғбек қўрғони, Х.Ахрор кўчаси, 2 уй",Улугбек кург.
10802,"САМАРКАНД Т., АТБ `КИШЛОК КУРИЛИШ БАНК` КОРАСУВ БХКМ",,Ташкент
00304,"САМАРКАНД Т., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ ""САВДОГАР"" АТБ УЛУГБЕК ФИЛИАЛИ","140504, Самарқанд вилояти , Самарқанд тумани, Улуғбек ш., Пардаев кўчаси, 7 уй",Самарканд
10022,"САМАРКАНД Т., ЧЭКИ `САВДОГАР` АТБ РАВОНАК БХО",,Ташкент
01050,"САМАРКАНД Ш., ""AMIRBANK"" ХОАТ БАНКИ","148108, Самарканд ш., М.Барака к., 49",Самарканд
01143,"САМАРКАНД Ш., ""ASIA ALLIANCE BANK"" АТБ САМАРКАНД ФИЛИАЛИ",,Ташкент
00279,"САМАРКАНД Ш., ""АГРОБАНК"" АТБ САМАРКАНД ВИЛОЯТ ХУДУДИЙ ФИЛИАЛИ","140157, Самарқанд вилояти , Самарқанд ш., Кўксарой кўчаси, 4 уй",Самарканд
00280,"САМАРКАНД Ш., ""АГРОБАНК"" АТБ СИЁБ ФИЛИАЛИ","140100, Самарқанд вилояти , Самарқанд ш., Истиқбол кўчаси, 2-а уй",Самарканд
01062,"САМАРКАНД Ш., ""АЛП ЖАМОЛ БАНК"" ХОАТ БАНКИНИНГ САМАРКАНД ФИЛИАЛИ",,Ташкент
01004,"САМАРКАНД Ш., ""АСАКА"" АТ БАНКИ АФРОСИЁБ ФИЛИАЛИ","140100, Самарқанд вилояти , Самарқанд ш., Спитамен шоҳ кўчаси, 157-A уй",Самарканд
00264,"САМАРКАНД Ш., ""АСАКАБАНК"" АЖ САМАРКАНД ФИЛИАЛИ","140157, Самарқанд вилояти , Самарқанд ш., Кўк-сарой майдони кўчаси, 7 уй",Самарканд
00283,"САМАРКАНД Ш., ""ИПАК ЙУЛИ"" АИТ БАНКИНИНГ УМАР МИНТАКАВИЙ ФИЛИАЛИ","140120, Самарқанд вилояти , Самарқанд ш., Дағбит кўчаси, 14 уй",Самарканд
00262,"САМАРКАНД Ш., ""ИПОТЕКА-БАНК"" АТИБ КУКСАРОЙ ФИЛИАЛИ","140100, Самарқанд вилояти , Самарқанд ш., Кўксарой кўчаси, 1 уй",Самарканд
00312,"САМАРКАНД Ш., ""ИПОТЕКА-БАНК"" АТИБ САМАРКАНД ВИЛОЯТ ФИЛИАЛИ","140900, Самарқанд вилояти , Самарқанд ш., Беруний кўчаси, 31 уй",Самарканд
01061,"САМАРКАНД Ш., ""КАПИТАЛБАНК"" АТ БАНКИНИНГ САМАРКАНД ФИЛИАЛИ","140103, Самарқанд вилояти , Самарқанд ш., Нодирабегим кўчаси, 8 уй",Самарканд
01023,"САМАРКАНД Ш., ""КРЕДИТ-СТАНДАРТ"" ОАТ БАНКИНИНГ САМАРКАНД ФИЛИАЛИ",,Ташкент
00281,"САМАРКАНД Ш., ""МИКРОКРЕДИТБАНК"" АТБ САМАРКАНД ВИЛОЯТИ ФИЛИАЛИ","140134, Самарқанд вилояти , Самарқанд ш., Лутфий кўчаси, 15 уй",Самарканд
01111,"САМАРКАНД Ш., ""ОРИЕНТ ФИНАНС"" ХАТБ САМАРКАНД ФИЛИАЛИ","140100, Самарқанд вилояти , Самарқанд ш., Мирзо Улуғбек кўчаси, 48 уй",Самарканд
00284,"САМАРКАНД Ш., ""ПАРВИНА БАНК"" ХЁАТ БАНКИНИНГ БОШ ОФИСИ",,Ташкент
01002,"САМАРКАНД Ш., ""ПАРВИНА БАНК"" ХЁАТ БАНКИНИНГ САМАРКАНД ФИЛИАЛИ",,Ташкент
09018,"САМАРКАНД Ш., ""ПАРВИНА БАНК"" ХЁАТ БАНКИНИНГ ТУЛОВ МАРКАЗИ",,Ташкент
00968,"САМАРКАНД Ш., ""САМАРКАНДБАНК"" ОАТ БАНКИНИНГ БОШ ОФИСИ",,Ташкент
09047,"САМАРКАНД Ш., ""САМАРКАНДБАНК"" ХЁАТ БАНКИНИНГ ТУЛОВ МАРКАЗИ",,Ташкент
01112,"САМАРКАНД Ш., ""ТИФ МИЛЛИЙ БАНКИ"" АЖ РЕГИСТОН ФИЛИАЛИ","140105, Самарқанд вилояти , Самарқанд ш., Фирдавсий кўчаси, 7 уй",Самарканд
00278,"САМАРКАНД Ш., ""ТИФ МИЛЛИЙ БАНКИ"" АЖ САМАРКАНД ВИЛОЯТИ ФИЛИАЛИ","140105, Самарқанд вилояти , Самарқанд ш., М.Улуғбек кўчаси, 1 уй",Самарканд
01097,"САМАРКАНД Ш., ""ТРАСТБАНК"" ХА БАНКИНИНГ САМАРКАНД ФИЛИАЛИ","140130, Самарқанд вилояти , Самарқанд ш., Саид Ризо Хошимов кўчаси, 43 уй",Самарканд
00282,"САМАРКАНД Ш., ""ТУРОНБАНК"" АТ БАНКИНИНГ САМАРКАНД ФИЛИАЛИ","140154, Самарқанд вилояти , Самарқанд ш., М Улуғбек кўчаси, 62а уй",Самарканд
00994,"САМАРКАНД Ш., ""УЗСАНОАТКУРИЛИШБАНКИ"" АТБ АМИР TЕМУР ФИЛИАЛИ","140158, Самарқанд вилояти , Самарқанд ш., Буюк ипак йўли кўчаси, 13 уй",Самарканд
00317,"САМАРКАНД Ш., ""УЗСАНОАТКУРИЛИШБАНКИ"" АТБ САМАРКАНД МИНТАКАВИЙ ФИЛИАЛИ","141324, Самарқанд вилояти , Самарқанд ш., Мирзо Бобур кўчаси, 3А уй",Самарканд
10268,"САМАРКАНД Ш., `ANOR BANK` АЖ САМАРКАНД БХМ",,Ташкент
10360,"САМАРКАНД Ш., `TBC BANK` АТБ САМАРКАНД БХМ",,Ташкент
10843,"САМАРКАНД Ш., `TENGE BANK` АТБ САМАРКАНД БХМ",,Ташкент
10855,"САМАРКАНД Ш., `ZIRAAT BANK UZBEKISTAN` АЖ `САМАРКАНД ОФИСИ` БХО",,Ташкент
10240,"САМАРКАНД Ш., `ИПОТЕКА-БАНК` АТИБ АКМАЛ  БХМ",,Ташкент
10242,"САМАРКАНД Ш., `ИПОТЕКА-БАНК` АТИБ ДАМАРИК БХМ",,Ташкент
10243,"САМАРКАНД Ш., `ИПОТЕКА-БАНК` АТИБ НАЙМАН БХМ",,Ташкент
10238,"САМАРКАНД Ш., `ИПОТЕКА-БАНК` АТИБ РЕГИСТОН БХМ",,Ташкент
10241,"САМАРКАНД Ш., `ИПОТЕКА-БАНК` АТИБ СИЁБ БХМ",,Ташкент
10827,"САМАРКАНД Ш., `ИПОТЕКА-БАНК` АТИБ СУГДИЁНА БХМ",,Ташкент
10438,"САМАРКАНД Ш., `МИКРОКРЕДИТБАНК` АТБ БОГИШАМОЛ БХМ",,Ташкент
10343,"САМАРКАНД Ш., `ТРАСТБАНК` ХА БАНКИ  ДАХБЕД БХМ",,Ташкент
10345,"САМАРКАНД Ш., `ТРАСТБАНК` ХА БАНКИ ЗЕБО БХМ",,Ташкент
10344,"САМАРКАНД Ш., `ТРАСТБАНК` ХА БАНКИ САРАТЕПА БХМ",,Ташкент
10353,"САМАРКАНД Ш., `ТРАСТБАНК` ХА БАНКИ СУГДИЁНА БХМ",,Ташкент
10684,"САМАРКАНД Ш., `ТУРОНБАНК` АТБ БОГИ САРОЙ БХО",,Ташкент
10682,"САМАРКАНД Ш., `ТУРОНБАНК` АТБ МАРХАБО БХО",,Ташкент
10795,"САМАРКАНД Ш., `УЗСАНОАТКУРИЛИШБАНКИ` АТБ ТУРКИСТОН-62 БХМ",,Ташкент
00985,"САМАРКАНД Ш., АТ ""АЛОКАБАНК"" САМАРКАНД ФИЛИАЛИ","140100, Самарқанд вилояти , Самарқанд ш., Бўстонсарой кўчаси, 36a уй",Самарканд
10541,"САМАРКАНД Ш., АТ `АЛОКАБАНК` БОГИШАМОЛ БХО",,Ташкент
10545,"САМАРКАНД Ш., АТ `АЛОКАБАНК` ТЕМИРЙУЛ БХО",,Ташкент
10542,"САМАРКАНД Ш., АТ `АЛОКАБАНК` ШАРК БХО",,Ташкент
10101,"САМАРКАНД Ш., АТ ХАЛК БАНКИ `АФРОСИЁБ` БХМ",,Ташкент
10094,"САМАРКАНД Ш., АТ ХАЛК БАНКИ `КОРАСУВ` БХМ",,Ташкент
00736,"САМАРКАНД Ш., АТ ХАЛК БАНКИ TЕМИРЙУЛ ФИЛИАЛИ","Самарқанд вилояти , Самарқанд ш., А.Темур кўчаси, 158 уй",Самарканд
00724,"САМАРКАНД Ш., АТ ХАЛК БАНКИ БОГИШАМОЛ ФИЛИАЛИ","Самарқанд вилояти , Самарқанд ш., А.Навоий кўчаси, 43 уй",Самарканд
10018,"САМАРКАНД Ш., АТ ХАЛК БАНКИ БУЮК ИПАК ЙУЛИ БХО",,Ташкент
01005,"САМАРКАНД Ш., АТ ХАЛК БАНКИ САМАРКАНД ВИЛОЯТ ФИЛИАЛИ","140145, Самарқанд вилояти , Самарқанд ш., А.Навоий кўчаси, 25 уй",Самарканд
00738,"САМАРКАНД Ш., АТ ХАЛК БАНКИ СИЁБ ФИЛИАЛИ","140900, Самарқанд вилояти , Самарқанд ш., Тошкент кўчаси, 43 уй",Самарканд
00287,"САМАРКАНД Ш., АТБ ""КИШЛОК КУРИЛИШ БАНК""НИНГ САМАРКАНД МИНТАКАВИЙ ФИЛИАЛИ","140200, Самарқанд вилояти , Самарқанд ш., Саттепа маскани кўчаси, 148A уй",Самарканд
10401,"САМАРКАНД Ш., АТБ `КИШЛОК КУРИЛИШ БАНК` ТЕМИРЙУЛ БХМ",,Ташкент
00022,"САМАРКАНД Ш., МАРКАЗИЙ БАНКНИНГ САМАРКАНД ВИЛОЯТ ХИСОБ-КИТОБ КАССА МАРКАЗИ","140100, Самарқанд вилояти , Самарқанд ш. , Шохрух кўчаси, 19 уй",Самарканд
00009,"САМАРКАНД Ш., МАРКАЗИЙ БАНКНИНГ САМАРКАНД ВИЛОЯТ ХИСОБ-КИТОБ МАРКАЗИ",,Ташкент
01126,"САМАРКАНД Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ ""HAMKORBANK"" АТБ БОГИШАМОЛ ФИЛИАЛИ","140100, Самарқанд вилояти , Самарқанд ш., М.Қошгарий кўчаси, 49 уй",Самарканд
01030,"САМАРКАНД Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ ""HAMKORBANK"" АТБ САМАРКАНД ФИЛИАЛИ","140145, Самарқанд вилояти , Самарқанд ш., Амир Темур кўчаси, 149 уй",Самарканд
00286,"САМАРКАНД Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ ""САВДОГАР"" АТБ САМАРКАНД ВИЛ.ФИЛИАЛИ","140161, Самарқанд вилояти , Самарқанд ш., Мустақиллик кўчаси, 59 а уй",Самарканд
10622,"САМАРКАНД Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ АВТОШОХБЕКАТ БХМ",,Ташкент
10620,"САМАРКАНД Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ АФСОНА БХМ",,Ташкент
10644,"САМАРКАНД Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ ГАГАРИН БХМ",,Ташкент
10621,"САМАРКАНД Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ РЕГИСТОН БХМ",,Ташкент
01133,"САМАРКАНД Ш., ЧЭКИ ""INVEST FINANCE BANK"" АТБ САМАРКАНД ВИЛОЯТ ФИЛИАЛИ","140100, Самарқанд вилояти , Самарқанд ш., Ўзбекистон кўчаси, 22 уй",Самарканд
00374,"САРДОБА Т., ""АГРОБАНК"" АТБ САРДОБА ФИЛИАЛИ","120401, Сирдарё вилояти, Сардоба тумани, Пахтаобод қўрғонии, Дўстлик кўчаси, 20 уй",Пахтаобод
10188,"САРДОБА Т., `МИКРОКРЕДИТБАНК` АТБ САРДОБА БХМ",,Ташкент
00763,"САРДОБА Т., АТ ХАЛК БАНКИ САРДОБА ФИЛИАЛИ","Сирдарё вилояти, Сардоба тумани, Пахтаобод қўрғони, О.Тиллаев кўчаси, 15 уй",Пахтаобод
00355,"САРИОСИЁ Т., ""АГРОБАНК"" АТБ САРИОСИЁ ФИЛИАЛИ","Сурхондарё вилояти, Сариосиё тумани, Сариосиё қўрғони, Мирзо Улуғбек кўчаси, 44 уй",Сариосиё кург.
00354,"САРИОСИЁ Т., ""УЗСАНОАТКУРИЛИШБАНКИ"" АТБ САРИОСИЁ ФИЛИАЛИ","Сурхондарё вилояти, Сариосиё тумани, Шарғун ш., Шахтёрлар кўчаси, 29 уй",Шаргун
10754,"САРИОСИЁ Т., `УЗСАНОАТКУРИЛИШБАНКИ` АТБ ШАРГУН БХМ",,Ташкент
10111,"САРИОСИЁ Т., АТ ХАЛК БАНКИ `САНГАРДАК` БХМ",,Ташкент
00757,"САРИОСИЁ Т., АТ ХАЛК БАНКИ САРИОСИЁ ФИЛИАЛИ","120100, Сурхондарё вилояти, Сариосиё тумани , Шарғун ш., Аэропорт кўчаси, 1 уй",Шаргун
00934,"САРИОСИЁ Т., АТБ ""КИШЛОК КУРИЛИШ БАНК""НИНГ САРИОСИЁ ФИЛИАЛИ","100000, Сурхондарё вилояти, Сариосиё тумани, Сариосиё қўрғони, Мирзо Улуғбек кўчаси, 18 уй",Сариосиё кург.
00375,"СИРДАРЁ Т., ""АГРОБАНК"" АТБ СИРДАРЁ ФИЛИАЛИ","120401, Сирдарё вилояти, Сирдарё тумани, Сирдарё ш., Хондамир кўчаси, 1 уй",Сирдарё
00627,"СИРДАРЁ Т., ""ИПОТЕКА-БАНК"" АТИБ БАХТ ФИЛИАЛИ",,Ташкент
00376,"СИРДАРЁ Т., ""МИКРОКРЕДИТБАНК"" АТБ СИРДАРЁ ФИЛИАЛИ","121000, Сирдарё вилояти, Сирдарё тумани, Сирдарё ш., А.Навоий кўчаси, 254 уй",Сирдарё
00377,"СИРДАРЁ Т., ""САВДОГАР"" АТ БАНКИНИНГ СИРДАРЁ БУЛИМИ",,Ташкент
10190,"СИРДАРЁ Т., `МИКРОКРЕДИТБАНК` АТБ БАХТ БХМ",,Ташкент
10694,"СИРДАРЁ Т., `ТУРОНБАНК` АТБ ИСТИКЛОЛ БХО",,Ташкент
10692,"СИРДАРЁ Т., `ТУРОНБАНК` АТБ СИРДАРЁ БХО",,Ташкент
10113,"СИРДАРЁ Т., АТ ХАЛК БАНКИ `БАХТ` БХМ",,Ташкент
00760,"СИРДАРЁ Т., АТ ХАЛК БАНКИ СИРДАРЁ ШАХАР ФИЛИАЛИ","121000, Сирдарё вилояти, Сирдарё тумани, Сирдарё ш., Ўзбекистон кўчаси, 145 уй",Сирдарё
10403,"СИРДАРЁ Т., АТБ `КИШЛОК КУРИЛИШ БАНК` СИРДАРЁ БХМ",,Ташкент
10642,"СИРДАРЁ Т., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ СИРДАРЁ БХМ",,Ташкент
00170,"СТ.ЯККАБАГ,ЯККАБАГСКОЕ ОТД.""ТАДБИРКОРБАНК""                                   ТКБ",,Ташкент
00542,"СУХ Т., ""АГРОБАНК"" АТБ СУХ ФИЛИАЛИ","151700, Фарғона вилояти , Сўғ тумани, Равон а.п., А.Темур кўчаси, 34 уй",Равон а.п.
10457,"СУХ Т., `МИКРОКРЕДИТБАНК` АТБ СУХ БХМ",,Ташкент
00806,"СУХ Т., АТ ХАЛК БАНКИ СУХ ФИЛИАЛИ","151700, Фарғона вилояти , Сўғ тумани, Равон қўрғони, А.Темур кўчаси, 46 уй",Равон кургони
10220,"ТАЙЛОК Т., `ASIA ALLIANCE BANK` АТБ `ТАЙЛОК` БХМ",,Ташкент
10349,"ТАЙЛОК Т., `ТРАСТБАНК` ХА БАНКИ ТАЙЛОК БХМ",,Ташкент
10104,"ТАЙЛОК Т., АТ ХАЛК БАНКИ `БОГИЗАГОН` БХМ",,Ташкент
10648,"ТАЙЛОК Т., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ ТОЙЛОК БХМ",,Ташкент
00616,"ТАХИАТОШ Т., ""УЗСАНОАТКУРИЛИШБАНКИ"" АТБ TАХИАТОШ ФИЛИАЛИ","231000, Қорақалпоғистон Республикаси, Хўжайли тумани, Тахиатош ш., С.Авезов кўчаси, 29 уй",Тахиатош
10704,"ТАХИАТОШ Т., `ТУРОНБАНК` АТБ ТАХИАТОШ БХО",,Ташкент
00643,"ТАХИАТОШ Т., АТ ХАЛК БАНКИ TАХИАТОШ ФИЛИАЛИ","230300, Қорақалпоғистон Республикаси, Тахиатош тумани, Тахиатош ш., Гарезсизлик кўчаси, 8 уй",Тахиатош
00944,"ТАХИАТОШ Ш., ТИФ МИЛЛИЙ БАНКИНИНГ TАХИАТОШ ФИЛИАЛИ",,Ташкент
00597,"ТАХТАКУПИР Т., ""АГРОБАНК"" АТБ ТАХТАКУПИР ФИЛИАЛИ","231200, Қорақалпоғистон Республикаси, Тахтакўпир тумани, Тахтакўпир ш., Дўстлик кўчаси, 62 уй",Тахтакупир кург.
00641,"ТАХТАКУПИР Т., АТ ХАЛК БАНКИ TАХТАКУПИР ФИЛИАЛИ","Қорақалпоғистон Республикаси, Тахтакўпир тумани, Тахтакўпир қўрғони, Е. Алакоза кўчаси, б/н уй",Тахтакупир кург.
10540,"ТЕРМИЗ  Ш., АТ `АЛОКАБАНК` АТ-ТЕРМИЗИЙ БХО",,Ташкент
00349,"ТЕРМИЗ Т., ""АГРОБАНК"" АТБ ТЕРМИЗ ФИЛИАЛИ","191200, Сурхондарё вилояти, Термиз тумани, Учқизил а.п., Янги хаёт махалласи кўчаси, 1 уй",Учкизил а.п.
00350,"ТЕРМИЗ Т., ""МИКРОКРЕДИТБАНК"" АТБ УЧКИЗИЛ ФИЛИАЛИ","190700, Сурхондарё вилояти, Термиз тумани , Учқизил қўрғони, Учқизил қўрғони кўчаси",Учкизил кург.
00756,"ТЕРМИЗ Т., АТ ХАЛК БАНКИ УЧКИЗИЛ ФИЛИАЛИ","191014, Сурхондарё вилояти, Термиз тумани , Учқизил а.п., Ат-Термизий кўчаси, 4 уй",Учкизил а.п.
10406,"ТЕРМИЗ Т., АТБ `КИШЛОК КУРИЛИШ БАНК` ТЕРМИЗ БХМ",,Ташкент
00325,"ТЕРМИЗ Ш., ""АГРОБАНК"" АТБ СУРХОНДАРЁ ВИЛОЯТ ХУДУДИЙ ФИЛИАЛИ","190112, Сурхондарё вилояти, Термиз ш., А.Навоий кўчаси, 9 уй",Термиз
00358,"ТЕРМИЗ Ш., ""АСАКАБАНК"" АЖ ТЕРМИЗ ФИЛИАЛИ","191507, Сурхондарё вилояти, Термиз ш., А.Навоий кўчаси, 45-A уй",Термиз
00356,"ТЕРМИЗ Ш., ""ИПОТЕКА-БАНК"" АТИБ СУРХОНДАРЁ ВИЛОЯТ ФИЛИАЛИ","190300, Сурхондарё вилояти, Термиз ш., Қошғарий кўчаси, 20-А уй",Термиз
01032,"ТЕРМИЗ Ш., ""КАПИТАЛБАНК"" АТ БАНКИНИНГ ТЕРМИЗ ФИЛИАЛИ","190111, Сурхондарё вилояти, Термиз ш., Б. Ходжаева кўчаси, 32 уй",Термиз
00326,"ТЕРМИЗ Ш., ""МИКРОКРЕДИТБАНК"" АТБ СУРХОНДАРЁ ВИЛОЯТИ ФИЛИАЛИ","190100, Сурхондарё вилояти, Термиз ш., Н.Цуранова кўчаси, 39Б уй",Термиз
00324,"ТЕРМИЗ Ш., ""ТИФ МИЛЛИЙ БАНКИ"" АЖ СУРХОНДАРЁ ВИЛОЯТИ ФИЛИАЛИ","Сурхондарё вилояти, Термиз ш., Ат-Термизий кўчаси, 1 уй",Термиз
01063,"ТЕРМИЗ Ш., ""ТРАСТБАНК"" ХА БАНКИНИНГ ТЕРМИЗ ФИЛИАЛИ","190112, Сурхондарё вилояти, Термиз ш., Юнус Ражабий кўчаси, 11 ""В"" уй",Термиз
00328,"ТЕРМИЗ Ш., ""ТУРОНБАНК"" АТ БАНКИНИНГ TЕРМИЗ ФИЛИАЛИ","Сурхондарё вилояти, Термиз ш., Ф Хўжаев кўчаси, 32 уй",Термиз
01045,"ТЕРМИЗ Ш., ""УЗСАНОАТКУРИЛИШБАНКИ"" АТБ СУРХОНДАРЁ МИНТАКАВИЙ ФИЛИАЛИ","190110, Сурхондарё вилояти, Термиз ш., А.Навоий кўчаси, 45А уй",Термиз
10269,"ТЕРМИЗ Ш., `ANOR BANK` АЖ ТЕРМИЗ БХМ",,Ташкент
10217,"ТЕРМИЗ Ш., `ДАВР-БАНК` ХАТБ `ТЕРМИЗ` БХМ",,Ташкент
10828,"ТЕРМИЗ Ш., `ИПОТЕКА-БАНК` АТИБ ИМКОНИЯТ БХМ",,Ташкент
10191,"ТЕРМИЗ Ш., `МИКРОКРЕДИТБАНК` АТБ ИНДЕНИМ БХМ",,Ташкент
10824,"ТЕРМИЗ Ш., `ОРИЕНТ ФИНАНС` ХАТБ ТЕРМИЗ БХО",,Ташкент
10336,"ТЕРМИЗ Ш., `ТРАСТБАНК` ХА БАНКИ ИСТИКЛОЛ БХМ",,Ташкент
10688,"ТЕРМИЗ Ш., `ТУРОНБАНК` АТБ СУРХОН БХО",,Ташкент
00967,"ТЕРМИЗ Ш., АТ ""АЛОКАБАНК"" СУРХОНДАРЁ ФИЛИАЛИ","100021, Сурхондарё вилояти, Термиз ш., А.Навоий кўчаси, 6a уй",Термиз
10538,"ТЕРМИЗ Ш., АТ `АЛОКАБАНК` ТЕРМИЗ БХО",,Ташкент
00744,"ТЕРМИЗ Ш., АТ ХАЛК БАНКИ СУРХОНДАРЁ ВИЛОЯТ ФИЛИАЛИ","191000, Сурхондарё вилояти, Термиз ш., Коший кўчаси, 2а уй",Термиз
01175,"ТЕРМИЗ Ш., АТ ХАЛК БАНКИ ТЕРМИЗ ШАХАР ФИЛИАЛИ",,Ташкент
00330,"ТЕРМИЗ Ш., АТБ ""КИШЛОК КУРИЛИШ БАНК""НИНГ СУРХОНДАРЁ МИНТАКАВИЙ ФИЛИАЛИ","190400, Сурхондарё вилояти, Термиз ш., Ат-Термизий кўчаси, 11 уй",Термиз
10784,"ТЕРМИЗ Ш., АТБ `КИШЛОК КУРИЛИШ БАНК` МУЗСАРОЙ БХКМ",,Ташкент
00011,"ТЕРМИЗ Ш., МАРКАЗИЙ БАНКНИНГ СУРХАНДАРЁ ВИЛОЯТ ХИСОБ-КИТОБ МАРКАЗИ",,Ташкент
00024,"ТЕРМИЗ Ш., МАРКАЗИЙ БАНКНИНГ СУРХОНДАРЁ ВИЛОЯТ ХИСОБ-КИТОБ КАССА МАРКАЗИ","190112, Сурхондарё вилояти, Термиз ш., Ат-Термизий кўчаси, 7-А уй",Термиз
00329,"ТЕРМИЗ Ш., УЗБЕКИСТОН-ГЕРМАНИЯ ""САВДОГАР"" АТ БАНКИНИНГ СУРХОНДАРЁ ВИЛОЯТИ ФИЛИАЛ",,Ташкент
01001,"ТЕРМИЗ Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ ""HAMKORBANK"" АТБ ТЕРМИЗ ФИЛИАЛИ","Сурхондарё вилояти, Термиз ш., Ат-Термизий кўчаси, 15a уй",Термиз
10606,"ТЕРМИЗ Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ НАВРУЗ БХМ",,Ташкент
00321,"ТОЙЛОК Т., ""АГРОБАНК"" АТБ ТОЙЛОК ФИЛИАЛИ","Самарқанд вилояти , Тойлоқ тумани, Тойлоқ ш., А.Темур кўчаси, 14 уй",Тойлок а.п.
00742,"ТОЙЛОК Т., АТ ХАЛК БАНКИ TОЙЛОК ФИЛИАЛИ","190112, Самарқанд вилояти , Тойлоқ тумани, Тойлоқ ш., Ал-Беруний кўчаси, 67 уй",Тойлок кург.
00216,"ТОМДИ Т., ""АГРОБАНК"" АТБ ТОМДИ ФИЛИАЛИ","210800, Навоий вилояти, Томди тумани, Томдибулоқ қўоғони, Наврўз кўчаси, 15 уй",Томдибулок кург.
00707,"ТОМДИ Т., ДТ ХАЛК БАНКИНИНГ TОМДИ ФИЛИАЛИ",,Ташкент
10214,"ТОШКЕНТ Т., `ДАВР-БАНК` ХАТБ `КЕЛЕС` БХМ",,Ташкент
10444,"ТОШКЕНТ Т., `МИКРОКРЕДИТБАНК` АТБ ОЛТИНТЕПА БХМ",,Ташкент
10806,"ТОШКЕНТ Т., `МИКРОКРЕДИТБАНК` АТБ ТОШКЕНТ БХМ",,Ташкент
10280,"ТОШКЕНТ Т., `ТРАСТБАНК` ХА БАНКИ ТАРАККИЁТ БХМ",,Ташкент
10502,"ТОШКЕНТ Т., АТ `АЛОКАБАНК` КЕЛЕС БХО",,Ташкент
10124,"ТОШКЕНТ Т., АТ ХАЛК БАНКИ `УЧКАХРАМОН` БХМ",,Ташкент
10123,"ТОШКЕНТ Т., АТ ХАЛК БАНКИ `ЭШОНГУЗАР` БХМ",,Ташкент
