mfo,name,address,city
01196,"""APEX BANK"" Акциядорлик жамияти",,Ташкент
01200,"""TRASTBANK"" XAБ РАҚАМЛИ ФИЛИАЛ",,Ташкент
01198,“HAYOT BANK” AJ,,Ташкент
01199,“SMART BANK” AJ,,Ташкент
01197,“YANGI BANK” AJ,,Ташкент
00723,"79, Опер. отд. облуправления                                                 ХЛБ",,Ташкент
01201,"Алтиарикский филиал АКБ ""Универсал банк""",,Ташкент
00619,"АМУДАРЁ Т., ""АГРОБАНК"" АТБ АМУДАРЁ ФИЛИАЛИ","230700, Қорақалпоғистон Республикаси, Амударё тумани, Манғит ш., Бердах кўчаси, 11 уй",Мангит
00620,"АМУДАРЁ Т., ""МИКРОКРЕДИТБАНК"" АТБ МАНГИТ ФИЛИАЛИ","230100, Қорақалпоғистон Республикаси, Амударё тумани, Манғит ш., Бердах кўчаси, 17 уй",Мангит
10433,"АМУДАРЁ Т., `МИКРОКРЕДИТБАНК` АТБ КИПЧОК БХМ",,Ташкент
10514,"АМУДАРЁ Т., АТ `АЛОКАБАНК` АМУДАРЁ БХО",,Ташкент
10017,"АМУДАРЁ Т., АТ ХАЛК БАНКИ АМУДАРЁ БХО",,Ташкент
00634,"АМУДАРЁ Т., АТ ХАЛК БАНКИ АМУДАРЁ ФИЛИАЛИ","231400, Қорақалпоғистон Республикаси, Амударё тумани, Манғит ш., Бердах кўчаси, 1 уй",Мангит
10783,"АМУДАРЁ Т., АТБ `КИШЛОК КУРИЛИШ БАНК` АМУДАРЁ БХКМ",,Ташкент
10633,"АМУДАРЁ Т., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ АМУДАРЁ БХМ",,Ташкент
00343,"АНГОР Т., ""АГРОБАНК"" АТБ АНГОР ФИЛИАЛИ","Сурхондарё вилояти, Ангор тумани, Ангор қўрғони, Ат-Термизий кўчаси, 64 уй",Ангор кург.
00344,"АНГОР Т., ""МИКРОКРЕДИТБАНК"" АТБ АНГОР ФИЛИАЛИ","190800, Сурхондарё вилояти, Ангор тумани , Ангор қўрғони, Ат-Термизий кўчаси, 5 уй",Ангор кург.
10342,"АНГОР Т., `ТРАСТБАНК` ХА БАНКИ АНГОР БХМ",,Ташкент
10539,"АНГОР Т., АТ `АЛОКАБАНК` АНГОР БХО",,Ташкент
00751,"АНГОР Т., АТ ХАЛК БАНКИ АНГОР ФИЛИАЛИ","Сурхондарё вилояти, Ангор тумани, Ангор ш., Ат-Термизий кўчаси, 7 уй",Ангор кург.
10607,"АНГОР Т., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ АНГОР БХМ",,Ташкент
00935,АНГОРСКОЕ ОТД. АСАКАБАНКА                                                    АСБ,,Ташкент
00461,"АНГРЕН Ш., ""ИПОТЕКА-БАНК"" АТИБ АНГРЕН ФИЛИАЛИ","110600, Тошкент вилояти, Ангрен ш., А.Навоий кўчаси, 1 уй",Ангрен
00890,"АНГРЕН Ш., ""ТИФ МИЛЛИЙ БАНКИ"" АЖ АНГРЕН ФИЛИАЛИ","160704, Тошкент вилояти, Ангрен ш., Оҳангарон кўчаси, 1 уй",Ангрен
01022,"АНГРЕН Ш., ""УЗСАНОАТКУРИЛИШБАНКИ"" АТБ АНГРЕН ФИЛИАЛИ","110200, Тошкент вилояти, Ангрен ш., 5/1A даҳаси кўчаси, 3 уй",Ангрен
10418,"АНГРЕН Ш., `ANOR BANK` АЖ АНГРЕН СОТУВ БУЛИМИ",,Ташкент
10807,"АНГРЕН Ш., `МИКРОКРЕДИТБАНК` АТБ АНГРЕН БХМ",,Ташкент
00784,"АНГРЕН Ш., АТ ХАЛК БАНКИ АНГРЕН ФИЛИАЛИ","110100, Тошкент вилояти, Ангрен ш., Оҳангарон кўчаси, 25 уй",Ангрен
01149,"АНГРЕН Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ ""HAMKORBANK"" АТБ АНГРЕН ФИЛИАЛИ",,Ташкент
10645,"АНГРЕН Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ ОМАД БХМ",,Ташкент
00062,"АНДИЖОН Т., ""АГРОБАНК"" АТБ АНДИЖОН ФИЛИАЛИ","170600, Андижон вилояти, Андижон тумани, Куйганёр ш., У.Юсупова кўчаси, 23 уй",Андижон
00063,"АНДИЖОН Т., ""МИКРОКРЕДИТБАНК"" АТБ КУЙГАН-ЁР ФИЛИАЛИ","170600, Андижон вилояти, Андижон тумани, Куйганёр ш., У.Юсупов кўчаси, 27 уй",Андижон
10296,"АНДИЖОН Т., `ТРАСТБАНК` ХА БАНКИ АНДИЖОН БХМ",,Ташкент
10526,"АНДИЖОН Т., АТ `АЛОКАБАНК` АНДИЖОН ТУМАНИ БХО",,Ташкент
10071,"АНДИЖОН Т., АТ ХАЛК БАНКИ `ЖАХОН БОЗОРИ` БХМ",,Ташкент
00658,"АНДИЖОН Т., АТ ХАЛК БАНКИ КУЙГАНЁР ФИЛИАЛИ","170700, Андижон вилояти, Андижон тумани, Куйганёр қўрғони, У.Юсупов кўчаси, 12 уй",Куйганёр кург.
00077,"АНДИЖОН Ш., ""АГРОБАНК"" АТБ АНДИЖОН ВИЛОЯТ ХУДУДИЙ ФИЛИАЛИ","Андижон вилояти, Андижон ш., Пушкин кўчаси, 47 уй",Андижон
00972,"АНДИЖОН Ш., ""АСАКА"" АТ БАНКИ ФАРХОД ФИЛИАЛИ","150700, Андижон вилояти, Андижон ш., Айланма кўчаси, 1 уй",Андижон
00069,"АНДИЖОН Ш., ""АСАКАБАНК"" АЖ АНДИЖОН ФИЛИАЛИ","170112, Андижон вилояти, Андижон ш., Миллий тикланиш кўчаси, 41 уй",Андижон
01120,"АНДИЖОН Ш., ""ИПАК ЙУЛИ"" АИТ БАНКИНИНГ АНДИЖОН ФИЛИАЛИ","170100, Андижон вилояти, Андижон ш., Истиқлол кўчаси, 35 уй",Андижон
00068,"АНДИЖОН Ш., ""ИПОТЕКА-БАНК"" АТИБ ""ИСТИКЛОЛ"" ФИЛИАЛИ","170100, Андижон вилояти, Андижон ш., Истиклол кўчаси, 22 уй",Андижон
00059,"АНДИЖОН Ш., ""ИПОТЕКА-БАНК"" АТИБ АНДИЖОН ВИЛОЯТ ФИЛИАЛИ","170100, Андижон вилояти, Андижон ш., Анисий кўчаси, 1 уй",Андижон
00078,"АНДИЖОН Ш., ""МИКРОКРЕДИТБАНК"" АТБ АНДИЖОН ВИЛОЯТИ ФИЛИАЛИ","170120, Андижон вилояти, Андижон ш., Миллий тикланиш кўчаси, 48 уй",Андижон
00074,"АНДИЖОН Ш., ""ТИФ МИЛЛИЙ БАНКИ"" АЖ АНДИЖОН ВИЛОЯТИ ФИЛИАЛИ","170121, Андижон вилояти, Андижон ш., А. Навоий шоҳ кўчаси, 39 уй",Андижон
01074,"АНДИЖОН Ш., ""ТРАСТБАНК"" ХА БАНКИНИНГ АНДИЖОН ФИЛИАЛИ","170100, Андижон вилояти, Андижон ш., Лермонтов кўчаси, 45 уй",Андижон
00979,"АНДИЖОН Ш., ""ТУРОН"" АТ БАНКИНИНГ АНДИЖОН БУЛИМИ",,Ташкент
01171,"АНДИЖОН Ш., ""ТУРОНБАНК"" АТ БАНКИ АНДИЖОН ФИЛИАЛИ",,Ташкент
00075,"АНДИЖОН Ш., ""УЗСАНОАТКУРИЛИШБАНКИ"" АТБ АНДИЖОН МИНТАКАВИЙ ФИЛИАЛИ","170119, Андижон вилояти, Андижон ш., Бобуршоҳ кўчаси, 36 уй",Андижон
00076,"АНДИЖОН Ш., ""УЗСАНОАТКУРИЛИШБАНКИ"" АТБ БУНЁДКОР ФИЛИАЛИ","170100, Андижон вилояти, Андижон ш., Амир Темур шоҳ кўчаси, 24 уй",Андижон
10262,"АНДИЖОН Ш., `ANOR BANK` АЖ АНДИЖОН БХМ",,Ташкент
10270,"АНДИЖОН Ш., `TBC BANK` АТБ АНДИЖОН БХМ",,Ташкент
10206,"АНДИЖОН Ш., `TENGE BANK` АТБ `АНДИЖОН` БХМ",,Ташкент
10225,"АНДИЖОН Ш., `ИПОТЕКА-БАНК` АТИБ БОГИШАМОЛ БХМ",,Ташкент
10224,"АНДИЖОН Ш., `ИПОТЕКА-БАНК` АТИБ ЖАХОН-БОЗОР БХМ",,Ташкент
10208,"АНДИЖОН Ш., `КАПИТАЛБАНК` АТБ `АНДИЖОН` БХМ",,Ташкент
10161,"АНДИЖОН Ш., `МИКРОКРЕДИТБАНК` АТБ КУЙГАНЁР БХМ",,Ташкент
10730,"АНДИЖОН Ш., `ОРИЕНТ ФИНАНС` ХАТБ АНДИЖОН БХО",,Ташкент
10295,"АНДИЖОН Ш., `ТРАСТБАНК` ХА БАНКИ ЖАХОН БОЗОРИ БХМ",,Ташкент
10290,"АНДИЖОН Ш., `ТРАСТБАНК` ХА БАНКИ УЗБЕГИМ БХМ",,Ташкент
10289,"АНДИЖОН Ш., `ТРАСТБАНК` ХА БАНКИ ШИНАМ БХМ",,Ташкент
10288,"АНДИЖОН Ш., `ТРАСТБАНК` ХА БАНКИ ЭСКИ ШАХАР БХМ",,Ташкент
10287,"АНДИЖОН Ш., `ТРАСТБАНК` ХА БАНКИ ЯНГИ БОЗОР  БХМ",,Ташкент
10724,"АНДИЖОН Ш., `ТУРОНБАНК` АТБ БОБУРШОХ БХО",,Ташкент
10735,"АНДИЖОН Ш., `УЗСАНОАТКУРИЛИШБАНКИ` АТБ БАРКАМОЛ БХМ",,Ташкент
10736,"АНДИЖОН Ш., `УЗСАНОАТКУРИЛИШБАНКИ` АТБ БАРХАЁТ БХМ",,Ташкент
00923,"АНДИЖОН Ш., АТ ""АЛОКАБАНК"" АНДИЖОН ФИЛИАЛИ","Андижон вилояти, Андижон ш., Пахтакор кўчаси, 11 уй",Андижон
10525,"АНДИЖОН Ш., АТ `АЛОКАБАНК` БОБУР БХО",,Ташкент
10068,"АНДИЖОН Ш., АТ ХАЛК БАНКИ `ТАДБИРКОРЛИКНИ РИВОЖЛАНТИРИШ` БХМ",,Ташкент
00649,"АНДИЖОН Ш., АТ ХАЛК БАНКИ АНДИЖОН ВИЛОЯТ ФИЛИАЛИ","170200, Андижон вилояти, Андижон ш., Олтинкўл кўчаси, 3 уй",Андижон
00082,"АНДИЖОН Ш., АТБ ""КИШЛОК КУРИЛИШ БАНК""НИНГ АНДИЖОН МИНТАКАВИЙ ФИЛИАЛИ","170102, Андижон вилояти, Андижон ш., Абдурауф Фитрат кўчаси, 239 уй",Андижон
00016,"АНДИЖОН Ш., МАРКАЗИЙ БАНКНИНГ АНДИЖОН ВИЛОЯТ ХИСОБ-КИТОБ КАССА МАРКАЗИ","170100, Андижон вилояти, Андижон ш., Навоий шоҳ кўчаси, 17 уй",Андижон
00083,"АНДИЖОН Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ ""HAMKORBANK"" АТ БАНКИНИНГ БОШ ОФИСИ","170111, Андижон вилояти, Андижон ш., Бобуршох кўчаси, 85 уй",Андижон
09012,"АНДИЖОН Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ ""HAMKORBANK"" АТ БАНКИНИНГ ТУЛОВ МАРКАЗИ","170111, Андижон вилояти, Андижон ш., Бобуршоҳ кўчаси, 85 уй",Андижон
00079,"АНДИЖОН Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ ""HAMKORBANK"" АТБ НОДИРАБЕГИМ ФИЛИАЛИ","170102, Андижон вилояти, Андижон ш., Бозор кўчаси, 2 уй",Андижон
00081,"АНДИЖОН Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ ""САВДОГАР"" АТБ АНДИЖОН ВИЛОЯТИ ФИЛИАЛИ","173000, Андижон вилояти, Андижон ш., Байналминал кўчаси, 2 уй",Андижон
10580,"АНДИЖОН Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ БИЗНЕС МАРКАЗ БХМ",,Ташкент
10494,"АНДИЖОН Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ ОЛИМПИК БХМ",,Ташкент
10493,"АНДИЖОН Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ ФУРКАТ БХМ",,Ташкент
10490,"АНДИЖОН Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ ЧУЛПОН БХМ",,Ташкент
10579,"АНДИЖОН Ш., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ ЮКСАЛИШ БХМ",,Ташкент
01114,"АНДИЖОН Ш., ЧЭКИ ""INVEST FINANCE BANK"" АТБ АНДИЖОН ВИЛОЯТ ФИЛИАЛИ","170100, Андижон вилояти, Андижон ш., Истиқлол кўчаси, 38 уй",Андижон
10476,"АНДИЖОН Ш., ЧЭКИ `INVEST FINANCE BANK` АТБ ИСТИКЛОЛ БХМ",,Ташкент
00124,"АРНАСОЙ Т., ""АГРОБАНК"" АТБ АРНАСОЙ ФИЛИАЛИ","130200, Жиззах вилояти, Арнасой тумани, Ғолиблар а.п., Халқлар дўстлиги кўчаси, 1 уй",Голиблар а.п.
00683,"АРНАСОЙ Т., АТ ХАЛК БАНКИ АРНАСОЙ ФИЛИАЛИ","Жиззах вилояти, Арнасой тумани, Ғолиблар қўрғони, Саркисов кўчаси, 1 уй",Голиблар кург.
00033,"АСАКА Т., ""АГРОБАНК"" АТБ АСАКА ФИЛИАЛИ","170200, Андижон вилояти, Асака тумани, Асака ш., А.Навоий кўчаси, 1 уй",Асака
00073,"АСАКА Т., ""АСАКАБАНК"" АЖ ""БОБУР"" ФИЛИАЛИ","170200, Андижон вилояти, Асака тумани, Асака ш., Ғ. Ёқубов кўчаси, 14 уй",Асака
00034,"АСАКА Т., ""МИКРОКРЕДИТБАНК"" АТБ АСАКА ФИЛИАЛИ","170200, Андижон вилояти, Асака тумани, Асака ш., И.Бухорий кўчаси, 15 уй",Асака
00893,"АСАКА Т., ""ТИФ МИЛЛИЙ БАНКИ"" АЖ АСАКА ФИЛИАЛИ","180303, Андижон вилояти, Асака тумани, Асака ш., А.Темур кўчаси, 27 уй",Асака
10159,"АСАКА Т., `МИКРОКРЕДИТБАНК` АТБ АСАКА БХМ",,Ташкент
10293,"АСАКА Т., `ТРАСТБАНК` ХА БАНКИ АСАКА БХМ",,Ташкент
00650,"АСАКА Т., АТ ХАЛК БАНКИ АСАКА ФИЛИАЛИ","171600, Андижон вилояти, Асака тумани, Асака ш., Имом Бухорий кўчаси, 37 уй",Асака
00070,"АСАКА Т., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ ""HAMKORBANK"" АТ БАНКИНИНГ АСАКА ФИЛИАЛИ","170200, Андижон вилояти, Асака тумани, Асака ш., Карвонсарой кўчаси, 64 уй",Асака
10497,"АСАКА Т., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ БАРКАМОЛ БХМ",,Ташкент
10499,"АСАКА Т., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ НИХОЛ БХМ",,Ташкент
10477,"АСАКА Т., ЧЭКИ `INVEST FINANCE BANK` АТБ УМИД БХМ",,Ташкент
00066,"БАЛИКЧИ Т., ""АГРОБАНК"" АТБ БАЛИКЧИ ФИЛИАЛИ","170300, Андижон вилояти, Балиқчи тумани, Балиқчи қўрғони, Балиқчи кўчаси, 9 уй",Баликчи кишлоги
00047,"БАЛИКЧИ Т., ""АГРОБАНК"" ОАТБНИНГ ЧИНОБОД ФИЛИАЛИ",,Ташкент
00067,"БАЛИКЧИ Т., ""МИКРОКРЕДИТБАНК"" АТБ БАЛИКЧИ ФИЛИАЛИ","170300, Андижон вилояти, Балиқчи тумани, Балиқчи ш., Баликчи шоҳ кўчаси, 7 уй",Баликчи кишлоги
10162,"БАЛИКЧИ Т., `МИКРОКРЕДИТБАНК` АТБ БАЛИКЧИ БХМ",,Ташкент
00655,"БАЛИКЧИ Т., АТ ХАЛК БАНКИ БАЛИКЧИ ФИЛИАЛИ","171400, Андижон вилояти, Балиқчи тумани, Балиқчи ш., Балиқчи кўчаси, 40 уй",Баликчи
00962,"БАЛИКЧИ Т., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ ""HAMKORBANK"" АТБ ЧИНОБОД ФИЛИАЛИ","100093, Андижон вилояти, Балиқчи тумани, Чинобод ш., Чинобод кўчаси, 19 уй",Чинобод
10587,"БАЛИКЧИ Т., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ БАЛИКЧИ БХМ",,Ташкент
10202,"БАЛИКЧИ Т.., `ТРАСТБАНК` ХА БАНКИ `ЧИНОБОД` БХМ",,Ташкент
10193,"БАНДИХОН Т., `МИКРОКРЕДИТБАНК` АТБ БАНДИХОН БХМ",,Ташкент
10108,"БАНДИХОН Т., АТ ХАЛК БАНКИ `БАНДИХОН` БХМ",,Ташкент
00132,"БАХМАЛ Т., ""АГРОБАНК"" АТБ БАХМАЛ ФИЛИАЛИ","131000, Жиззах вилояти, Бахмал тумани, Усмат қўрғони, 9 май кўчаси, 5 уй",Усмат кург
10427,"БАХМАЛ Т., `МИКРОКРЕДИТБАНК` АТБ БАХМАЛ БХМ",,Ташкент
10705,"БАХМАЛ Т., `ТУРОНБАНК` АТБ БАХМАЛ БХО",,Ташкент
10083,"БАХМАЛ Т., АТ ХАЛК БАНКИ `УСМАТ` БХМ",,Ташкент
00681,"БАХМАЛ Т., АТ ХАЛК БАНКИ БАХМАЛ ФИЛИАЛИ","130500, Жиззах вилояти, Бахмал тумани, Усмат қўрғони, Х.Олимжон кўчаси, 15 уй",Усмат кург
00468,"БЕКОБОД Т., ""АГРОБАНК"" АТБ БЕКОБОД ФИЛИАЛИ","111100, Тошкент вилояти, Бекобод тумани, Зафар қўрғони, Гагарин кўчаси, 15 уй",Зафар кург.
10713,"БЕКОБОД Т., `ТУРОНБАНК` АТБ БЕКОБОД БХО",,Ташкент
00787,"БЕКОБОД Т., АТ ХАЛК БАНКИ ЗАФАР ФИЛИАЛИ","111300, Тошкент вилояти, Бекобод тумани, Зафар қўрғони, Мустақиллик кўчаси, 6 уй",Зафар кург.
00489,"БЕКОБОД Ш., ""ИПОТЕКА-БАНК"" АТИБ БЕКОБОД ФИЛИАЛИ","100128, Тошкент вилояти, Бекобод тумани, Бекобод ш., Саломатлик кўчаси, 1 уй",Бекобод
00912,"БЕКОБОД Ш., ""ТИФ МИЛЛИЙ БАНКИ"" АЖ БЕКОБОД ФИЛИАЛИ","140163, Тошкент вилояти, Бекобод ш., Пешакова кўчаси, 22 уй",Бекобод
01100,"БЕКОБОД Ш., ""УЗСАНОАТКУРИЛИШБАНКИ"" АТБ БЕКОБОД ФИЛИАЛИ","110500, Тошкент вилояти, Бекобод ш., Аббосов кўчаси, 264 уй",Бекобод
10449,"БЕКОБОД Ш., `МИКРОКРЕДИТБАНК` АТБ БЕКОБОД БХМ",,Ташкент
10508,"БЕКОБОД Ш., АТ `АЛОКАБАНК` БЕКОБОД БХО",,Ташкент
00783,"БЕКОБОД Ш., АТ ХАЛК БАНКИ БЕКОБОД ФИЛИАЛИ","110200, Тошкент вилояти, Бекобод ш., Истиқлол кўчаси, 26 уй",Бекобод
00924,"БЕКОБОД Ш., АТБ ""КИШЛОК КУРИЛИШ БАНК""НИНГ БЕКОБОД ФИЛИАЛИ","200715, Тошкент вилояти, Бекобод ш., Бирлик кўчаси, 2 уй",Бекобод
10822,"БЕКОБОД Ш., АТБ `КИШЛОК КУРИЛИШ БАНК` БЕКОБОД БХМ",,Ташкент
00607,"БЕРУНИЙ Т., ""АГРОБАНК"" АТБ БЕРУНИЙ ФИЛИАЛИ","230300, Қорақалпоғистон Республикаси, Беруний тумани, Беруний ш., Айланма автойўл кўчаси, 5 уй",Беруний
10016,"БЕРУНИЙ Т., АТ ХАЛК БАНКИ БЕРУНИЙ БХО",,Ташкент
00636,"БЕРУНИЙ Т., АТ ХАЛК БАНКИ БЕРУНИЙ ФИЛИАЛИ","230800, Қорақалпоғистон Республикаси, Беруний тумани, Беруний ш., Беруний кўчаси, 1 уй",Беруний
00953,"БЕРУНИЙ Т., АТБ ""КИШЛОК КУРИЛИШ БАНК""НИНГ БЕРУНИЙ ФИЛИАЛИ","100000, Қорақалпоғистон Республикаси, Беруний тумани, Беруний ш., Халқлар Дўстлиги кўчаси, 10 уй",Беруний
00513,"БЕШАРИК Т., ""АГРОБАНК"" АТБ БЕШАРИК ФИЛИАЛИ","151100, Фарғона вилояти , Бешариқ тумани, Бешариқ ш., Олтин Водий кўчаси, 85 уй",Бешарик
00885,"БЕШАРИК Т., ""ТИФ МИЛЛИЙ БАНКИ"" АЖ БЕШАРИК ФИЛИАЛИ","150800, Фарғона вилояти , Бешариқ тумани, Бешариқ ш., Олтин Водий кўчаси, 111 уй",Бешарик
10458,"БЕШАРИК Т., `МИКРОКРЕДИТБАНК` АТБ БЕШАРИК БХМ",,Ташкент
10574,"БЕШАРИК Т., АТ `АЛОКАБАНК` БЕШАРИК БХО",,Ташкент
10128,"БЕШАРИК Т., АТ ХАЛК БАНКИ `РАПКОН` БХМ",,Ташкент
00797,"БЕШАРИК Т., АТ ХАЛК БАНКИ БЕШАРИК ФИЛИАЛИ","151500, Фарғона вилояти , Бешариқ тумани, Бешариқ ш., Олтин водий кўчаси, 77 уй",Бешарик
00504,"БОГДОД Т., ""АГРОБАНК"" АТБ БОГДОД ФИЛИАЛИ","150400, Фарғона вилояти , Боғдод тумани, Боғдод қўрғони, Охунбобоев кўчаси, 12 уй",Богдод кург.
00794,"БОГДОД Т., АТ ХАЛК БАНКИ БОГДОД ФИЛИАЛИ","151300, Фарғона вилояти , Боғдод тумани, Боғдод қўрғони, Мустақиллик кўчаси, 8 уй",Богдод кург.
10395,"БОГДОД Т., АТБ `КИШЛОК КУРИЛИШ БАНК` БОГДОД БХМ",,Ташкент
00556,"БОГОТ Т., ""АГРОБАНК"" АТБ БОГОТ ФИЛИАЛИ","220200, Хоразм вилояти, Боғот тумани, Боғот а.п., Ўзбекистон кўчаси, 4 уй",Богот а.п.
00557,"БОГОТ Т., ""МИКРОКРЕДИТБАНК"" АТБ БОГОТ ФИЛИАЛИ","220700, Хоразм вилояти, Боғот тумани, Боғот ш., Урганч кўчаси, 1 уй",Богот кург.
10250,"БОГОТ Т., `ИПОТЕКА-БАНК` АТИБ УРГАНЧ БХМ",,Ташкент
10518,"БОГОТ Т., АТ `АЛОКАБАНК` БОГОТ БХО",,Ташкент
00816,"БОГОТ Т., АТ ХАЛК БАНКИ БОГОТ ФИЛИАЛИ","Хоразм вилояти, Боғот тумани, Боғот а.п., Ўзбекистан кўчаси, 1 уй",Богот а.п.
10411,"БОГОТ Т., АТБ `КИШЛОК КУРИЛИШ БАНК` БОГОТ БХМ",,Ташкент
00382,"БОЁВУТ Т., ""АГРОБАНК"" АТБ БОЁВУТ ФИЛИАЛИ","120219, Сирдарё вилояти, Боёвут тумани, Боёвут қўрғони, Тинчлик кўчаси, 10 уй",Боёвут кург.
00384,"БОЁВУТ Т., ""МИКРОКРЕДИТБАНК"" АТБ БОЁВУТ ФИЛИАЛИ","120300, Сирдарё вилояти, Боёвут тумани, Боёвут ш., Муқумий кўчаси, 5 уй",Боёвут кург.
10189,"БОЁВУТ Т., `МИКРОКРЕДИТБАНК` АТБ СОХИЛ БХМ",,Ташкент
00762,"БОЁВУТ Т., АТ ХАЛК БАНКИ БОЁВУТ ФИЛИАЛИ","120800, Сирдарё вилояти, Боёвут тумани, Боёвут қўрғони, Беруний кўчаси, 13 уй",Боёвут кург.
10404,"БОЁВУТ Т., АТБ `КИШЛОК КУРИЛИШ БАНК` БОЁВУТ БХМ",,Ташкент
00331,"БОЙСУН Т., ""АГРОБАНК"" АТБ БОЙСУН ФИЛИАЛИ","190600, Сурхондарё вилояти, Бойсун тумани, Бойсун ш., Олмазор кўчаси, 42 уй",Бойсун
00746,"БОЙСУН Т., АТ ХАЛК БАНКИ БОЙСУН ФИЛИАЛИ","190500, Сурхондарё вилояти, Бойсун тумани, Бойсун ш., Пиров кўчаси, 50 уй",Бойсун
10405,"БОЙСУН Т., АТБ `КИШЛОК КУРИЛИШ БАНК` БОЙСУН БХМ",,Ташкент
00525,"БУВАЙДА Т., ""АГРОБАНК"" АТБ БУВАЙДА ФИЛИАЛИ","151100, Фарғона вилояти , Бувайда тумани, Янгиқўрғон қўрғони, Дўстлик кўчаси, 3 уй",Янгикургон кург.
10273,"БУВАЙДА Т., `КАПИТАЛБАНК` АТБ БУВАЙДА БХМ",,Ташкент
10460,"БУВАЙДА Т., `МИКРОКРЕДИТБАНК` АТБ ИБРАТ БХМ",,Ташкент
01151,"БУВАЙДА Т., АТ БАНКИ ""УНИВЕРСАЛ БАНК"" БУВАЙДА ФИЛИАЛИ",,Ташкент
00793,"БУВАЙДА Т., АТ ХАЛК БАНКИ БУВАЙДА ФИЛИАЛИ","150200, Фарғона вилояти , Бувайда тумани, Яйпан ш., Янгиқўрғон кўчаси, 23 уй",Янгикургон а.п.
10394,"БУВАЙДА Т., АТБ `КИШЛОК КУРИЛИШ БАНК` БУВАЙДА БХМ",,Ташкент
00887,"БУВАЙДА Т., ТИФ МИЛЛИЙ БАНКИНИНГ БУВАЙДА ФИЛИАЛИ","151900, Фарғона вилояти , Бувайда тумани, Янгиқўрғон қўрғони, Ҳамза кўчаси, 4 уй",Янгикургон кург.
10584,"БУВАЙДА Т., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ `HAMKORBANK` АТБ БУВАЙДА БХМ",,Ташкент
10065,"БУЗАТОВ Т., АТ ХАЛК БАНКИ `БОЗАТАУ` БХМ",,Ташкент
01195,"БУЗАТОВ Т., АТ ХАЛК БАНКИ БУЗАТОВ ФИЛИАЛИ",,Ташкент
00463,"БУКА Т., ""АГРОБАНК"" АТБ БУКА ФИЛИАЛИ","110600, Тошкент вилояти, Бўка тумани, Бўка ш., Мустақиллик кўчаси, 19 уй",Бука
01024,"БУКА Т., ""ТУРОН"" АТ БАНКИНИНГ ТОШКЕНТ ВИЛОЯТИ БУКА ФИЛИАЛИ",,Ташкент
10448,"БУКА Т., `МИКРОКРЕДИТБАНК` АТБ БУКА БХМ",,Ташкент
10792,"БУКА Т., `УЗСАНОАТКУРИЛИШБАНКИ` АТБ БУКА БХМ",,Ташкент
10122,"БУКА Т., АТ ХАЛК БАНКИ `МАДАНИЯТ` БХМ",,Ташкент
00782,"БУКА Т., АТ ХАЛК БАНКИ БУКА ФИЛИАЛИ","110500, Тошкент вилояти, Бўка тумани, Бўка ш., Магистрал кўчаси, 15 уй",Бука
00465,"БУКА Т., ЧЕТ ЭЛ КАПИТАЛИ ИШТИРОКИДАГИ ""САВДОГАР"" АТБ БУКА ФИЛИАЛИ","110600, Тошкент вилояти, Бўка тумани, Бўка ш., Ўзбекистон кўчаси, 11 уй",Бука
00064,"БУЛОКБОШИ Т., ""АГРОБАНК"" АТБ БУЛОКБОШИ ФИЛИАЛИ","Андижон вилояти, Булоқбоши тумани, Булоқбоши а.п., Тошкечик кўчаси, 30-а уй",Булокбоши а.п.
10158,"БУЛОКБОШИ Т., `МИКРОКРЕДИТБАНК` АТБ БУЛОКБОШИ БХМ",,Ташкент
10527,"БУЛОКБОШИ Т., АТ `АЛОКАБАНК` БУЛОКБОШИ БХО",,Ташкент
